ride_id,vehicle_type,distance_km,duration_min,avg_speed_kmph,max_speed_kmph,battery_start_percent,battery_end_percent,sudden_stop_count,terrain_elevation_gain_m,temperature_c,rider_age_group,gps_signal_quality,incident_type
244,E-Scooter,0.55,2.0,19.87,25.1,46.8,45.3,1,17.2,21.6,18-25,0.613,Normal
245,E-Bike,3.72,18.07,12.21,15.83,91.9,82.5,2,77.3,31.5,46-60,0.677,Mechanical_Fault
246,E-Bike,3.96,24.62,11.64,12.97,29.2,16.7,3,17.1,32.5,18-25,0.736,Normal
247,E-Scooter,3.17,9.24,15.93,21.24,98.0,81.2,1,7.2,14.1,26-35,0.518,Mechanical_Fault
248,E-Bike,2.33,11.97,16.48,17.19,38.8,31.8,0,8.0,39.0,18-25,0.828,Normal
249,E-Scooter,0.58,2.0,17.01,21.83,24.8,14.0,1,5.2,20.5,18-25,0.814,Normal
250,E-Bike,9.12,29.84,17.11,21.23,88.6,56.0,3,8.4,29.4,26-35,0.847,Hard_Braking
251,E-Scooter,0.41,2.33,22.07,28.7,79.6,79.8,5,0.0,42.0,46-60,0.786,Hard_Braking
252,E-Bike,3.15,16.15,12.21,19.76,57.5,51.6,1,10.1,22.2,26-35,0.873,Battery_Critical
253,E-Scooter,2.16,10.63,17.96,20.37,22.2,13.6,1,1.4,14.9,18-25,0.301,Improper_Parking
254,E-Bike,2.78,12.18,14.75,19.39,99.1,87.8,1,1.2,19.7,36-45,0.7,Normal
255,E-Bike,1.63,8.86,11.01,22.83,48.8,41.8,0,54.9,24.4,18-25,0.955,Mechanical_Fault
256,E-Scooter,2.02,2.0,21.06,21.65,43.2,34.2,2,0.1,29.9,36-45,0.975,Normal
257,E-Scooter,5.22,17.29,19.4,26.48,71.4,51.0,4,26.1,6.8,18-25,0.749,Hard_Braking
258,E-Bike,2.77,27.1,5.38,7.47,48.7,38.2,0,14.4,22.2,26-35,0.869,Normal
259,E-Bike,1.32,14.89,7.45,8.83,53.1,48.9,1,15.6,27.3,18-25,0.78,Normal
260,E-Scooter,2.46,2.03,12.99,15.92,51.0,35.7,1,17.7,19.4,18-25,0.823,Normal
261,E-Scooter,0.8,2.0,26.33,31.66,69.6,67.0,0,32.9,20.3,36-45,0.835,Normal
262,E-Bike,5.03,40.79,7.55,14.57,33.2,24.7,0,0.6,30.4,18-25,0.925,Normal
263,E-Bike,2.2,6.91,17.22,18.21,46.3,41.3,1,11.4,19.3,36-45,0.905,Mechanical_Fault
264,E-Bike,8.64,34.2,14.39,18.07,65.0,41.2,0,50.2,31.4,36-45,0.61,Hard_Braking
265,E-Scooter,1.93,4.86,20.79,28.31,92.4,91.3,3,13.3,28.1,18-25,0.896,Hard_Braking
266,E-Scooter,5.52,21.61,14.22,17.67,81.9,62.3,1,5.4,29.5,36-45,0.987,Hard_Braking
267,E-Scooter,3.09,2.27,16.74,20.19,96.0,88.0,2,31.5,30.4,36-45,0.642,Normal
268,E-Scooter,3.36,19.88,10.54,10.76,39.2,31.4,0,36.9,18.6,46-60,0.689,Normal
269,E-Bike,2.08,9.26,13.08,20.38,24.5,16.2,1,13.7,17.5,18-25,0.618,Normal
270,E-Scooter,5.31,20.16,16.93,23.54,50.2,34.5,1,20.2,34.0,36-45,0.903,Improper_Parking
271,E-Bike,1.02,3.66,15.19,23.26,21.6,21.2,2,12.3,12.1,26-35,0.919,Normal
272,E-Scooter,2.04,14.03,12.16,24.78,99.1,93.2,0,23.6,30.6,18-25,0.772,Normal
273,E-Bike,2.09,9.85,9.05,12.07,94.9,85.4,0,35.9,33.1,36-45,0.859,Normal
274,E-Bike,11.26,49.88,13.78,16.36,96.9,63.1,1,1.6,17.7,18-25,0.737,Normal
275,E-Bike,7.89,29.53,14.18,15.35,45.6,18.4,1,57.3,23.8,18-25,0.737,Mechanical_Fault
276,E-Scooter,3.02,6.66,15.45,19.32,71.4,64.1,4,44.9,32.2,26-35,0.811,Hard_Braking
277,E-Scooter,2.4,19.74,9.58,16.39,95.4,86.3,1,5.7,28.3,26-35,0.871,Normal
278,E-Scooter,2.91,5.85,16.14,17.45,90.7,78.7,2,7.5,29.2,26-35,0.623,Improper_Parking
279,E-Scooter,3.91,12.96,15.91,19.38,55.1,41.5,1,6.3,25.2,46-60,0.893,Normal
280,E-Scooter,7.06,22.48,19.48,19.87,39.1,14.1,1,5.2,29.4,36-45,0.677,Battery_Critical
281,E-Scooter,5.77,16.74,18.52,23.06,52.6,34.3,1,8.9,28.6,18-25,0.919,Normal
282,E-Scooter,0.3,2.0,13.64,14.81,33.1,36.9,0,1.5,14.4,46-60,0.933,Normal
283,E-Scooter,5.49,21.02,13.96,19.81,29.4,15.1,2,1.4,28.6,18-25,0.945,Normal
284,E-Bike,1.22,5.63,12.5,17.52,72.5,67.5,3,5.2,34.4,26-35,0.803,Hard_Braking
285,E-Bike,3.51,23.25,8.3,17.01,81.0,61.0,1,4.1,17.7,36-45,0.863,Normal
286,E-Bike,6.97,36.54,14.05,17.43,32.1,9.5,1,32.4,31.3,26-35,0.859,Battery_Critical
287,E-Scooter,0.65,4.34,17.59,17.97,48.8,50.4,0,55.0,28.5,36-45,0.609,Normal
288,E-Bike,4.43,22.42,12.32,18.38,28.3,13.2,1,3.0,28.7,18-25,,Battery_Critical
289,E-Scooter,3.86,21.62,13.85,20.82,40.1,28.3,1,5.0,22.8,26-35,0.861,Normal
290,E-Bike,0.45,2.0,11.02,15.46,95.0,95.5,0,42.0,21.8,36-45,0.716,Normal
291,E-Scooter,0.5,2.0,20.2,27.3,68.0,58.5,0,20.0,6.9,60+,0.742,Normal
292,E-Scooter,1.6,2.32,19.47,27.36,61.4,57.8,2,29.0,37.1,60+,0.943,Normal
293,E-Bike,4.28,23.33,12.47,18.72,70.2,61.5,0,43.4,38.4,18-25,0.729,Normal
294,E-Bike,5.86,25.23,12.3,19.02,39.8,19.8,0,13.0,21.5,18-25,0.62,Normal
295,E-Scooter,3.13,10.86,19.99,22.55,86.4,83.1,1,15.7,11.0,46-60,0.796,Normal
296,E-Scooter,5.65,18.19,14.94,15.1,52.9,34.9,1,11.5,18.9,18-25,0.668,Normal
297,E-Scooter,1.88,6.57,19.17,22.26,40.0,34.2,0,24.0,30.9,46-60,0.765,Normal
298,E-Scooter,2.54,6.92,17.88,25.34,43.4,41.1,1,35.6,24.8,18-25,0.928,Mechanical_Fault
299,E-Scooter,4.68,12.35,17.64,21.7,64.7,53.0,1,3.9,41.6,36-45,0.955,Normal
300,E-Bike,5.8,35.2,10.28,12.39,32.2,11.6,1,39.7,16.9,26-35,0.385,Improper_Parking
301,E-Scooter,7.18,36.37,12.98,20.74,97.5,77.5,3,13.3,22.0,26-35,0.951,Hard_Braking
302,E-Bike,1.53,7.8,10.51,17.08,37.1,38.6,3,3.3,21.0,26-35,0.832,Hard_Braking
303,E-Scooter,0.32,2.72,16.06,19.73,69.4,68.2,1,8.3,25.1,26-35,0.705,Hard_Braking
304,E-Scooter,1.33,4.79,12.35,19.29,39.0,35.9,0,0.9,31.5,46-60,0.906,Normal
305,E-Scooter,1.36,3.15,16.99,23.97,84.6,76.1,1,6.7,26.9,18-25,0.793,Normal
306,E-Bike,4.22,19.19,12.48,19.87,70.2,57.0,1,4.5,23.4,18-25,0.831,Normal
307,E-Scooter,2.96,12.25,17.4,24.58,20.8,3.8,3,31.1,32.1,18-25,0.326,Battery_Critical
308,E-Bike,0.97,5.24,9.61,15.94,91.6,87.5,1,19.5,19.9,18-25,0.864,Normal
309,E-Scooter,4.43,18.19,17.51,20.3,87.0,79.3,1,25.6,25.9,60+,0.571,Normal
310,E-Bike,6.22,21.89,18.51,24.04,87.0,67.0,2,9.7,17.9,26-35,0.811,Normal
311,E-Bike,4.26,19.14,14.84,22.99,22.7,9.7,1,102.0,19.5,18-25,0.679,Mechanical_Fault
312,E-Scooter,4.06,12.66,20.97,27.14,45.7,37.4,0,21.5,31.7,18-25,0.653,Mechanical_Fault
313,E-Scooter,8.39,36.3,15.6,23.58,51.2,22.7,0,46.8,31.9,46-60,0.876,Normal
314,E-Bike,5.83,23.41,16.33,28.55,22.2,0.0,1,14.7,19.3,18-25,0.702,Battery_Critical
315,E-Scooter,5.61,17.87,15.61,21.3,69.6,48.7,0,31.3,26.1,36-45,0.764,Normal
316,E-Scooter,1.85,3.57,23.7,27.03,65.9,68.5,2,11.7,21.1,36-45,0.67,Normal
317,E-Scooter,1.53,10.99,10.68,14.11,34.6,34.7,3,5.2,28.1,18-25,0.829,Hard_Braking
318,E-Scooter,5.17,15.91,21.81,26.86,24.7,7.0,2,13.4,34.0,36-45,0.72,Battery_Critical
319,E-Bike,5.23,42.04,8.47,15.98,36.0,31.3,1,5.8,14.0,36-45,0.836,Normal
320,E-Scooter,3.02,5.99,26.55,34.13,90.4,81.8,0,8.3,14.6,18-25,0.721,Hard_Braking
321,E-Scooter,3.71,14.91,11.08,15.52,20.8,10.4,3,13.9,12.3,18-25,0.868,Battery_Critical
322,E-Scooter,5.17,21.45,14.42,20.86,55.0,42.7,0,7.6,26.0,26-35,0.469,Normal
323,E-Bike,7.93,36.38,12.07,19.17,98.3,71.6,0,24.3,23.6,26-35,0.654,Normal
324,E-Bike,4.4,27.02,12.23,19.62,58.7,46.3,1,2.0,14.3,36-45,0.778,Normal
325,E-Bike,2.67,21.2,6.85,17.08,43.9,45.9,3,13.4,29.1,36-45,0.858,Hard_Braking
326,E-Bike,3.12,14.19,10.96,17.54,49.5,37.1,0,4.7,36.8,36-45,0.972,Normal
327,E-Scooter,4.86,24.33,12.09,17.35,46.2,30.0,2,23.1,20.3,18-25,0.856,Normal
328,E-Scooter,0.3,2.0,16.06,17.92,92.1,84.7,0,6.0,38.9,26-35,0.8,Normal
329,E-Scooter,4.19,8.96,18.46,24.25,87.3,73.0,1,69.0,24.1,36-45,0.852,Hard_Braking
330,E-Scooter,6.86,20.32,23.38,34.53,51.8,27.9,1,1.9,25.1,26-35,0.51,Normal
331,E-Bike,4.58,15.11,13.61,24.05,35.9,15.3,1,6.2,27.1,60+,0.975,Hard_Braking
332,E-Bike,1.3,2.35,16.02,21.57,91.2,88.2,0,50.3,39.3,26-35,0.859,Mechanical_Fault
333,E-Bike,5.29,21.66,15.72,23.11,60.9,46.4,1,8.5,22.0,36-45,0.845,Mechanical_Fault
334,E-Bike,1.49,6.73,13.65,22.48,40.5,34.3,0,9.1,19.1,18-25,0.882,Normal
335,E-Scooter,2.74,10.53,17.3,24.6,45.5,35.5,3,12.5,26.5,18-25,0.625,Hard_Braking
336,E-Scooter,1.94,17.13,7.94,9.76,92.8,82.2,0,53.5,31.0,36-45,0.83,Normal
337,E-Scooter,4.82,38.29,7.86,10.71,34.1,21.3,1,21.0,8.2,36-45,0.749,Normal
338,E-Scooter,0.59,2.0,16.86,27.54,35.4,25.9,1,10.3,23.9,26-35,0.376,Improper_Parking
339,E-Bike,3.23,23.21,8.63,11.04,77.6,63.7,1,23.8,24.7,26-35,0.683,Normal
340,E-Scooter,3.52,22.12,14.95,16.91,89.5,74.1,2,13.5,27.6,36-45,0.699,Hard_Braking
341,E-Bike,3.84,16.12,16.19,17.17,54.5,42.6,1,7.2,20.8,26-35,0.939,Mechanical_Fault
342,E-Bike,4.13,16.5,14.47,22.04,64.8,53.4,0,10.6,24.7,18-25,0.869,Normal
343,E-Bike,1.12,12.33,10.22,13.59,25.4,17.2,1,4.7,28.6,18-25,0.664,Normal
344,E-Bike,3.04,15.12,11.89,22.0,31.0,16.8,2,14.1,13.6,18-25,0.836,Hard_Braking
345,E-Bike,5.92,27.19,12.0,14.36,79.6,62.8,1,19.3,20.4,26-35,0.524,Normal
346,E-Bike,2.64,22.87,6.82,12.28,75.2,63.2,3,2.5,16.5,26-35,0.749,Hard_Braking
347,E-Scooter,5.64,20.05,20.45,26.22,86.5,64.8,1,18.4,30.6,46-60,0.721,Mechanical_Fault
348,E-Scooter,4.45,12.75,24.3,35.81,94.0,83.4,3,46.4,22.9,36-45,0.615,Hard_Braking
349,E-Scooter,4.62,9.24,21.3,27.09,67.9,53.2,1,4.2,21.9,46-60,0.694,Normal
350,E-Bike,0.82,2.0,10.84,14.34,36.3,34.1,1,19.9,22.3,60+,0.628,Normal
351,E-Scooter,0.46,2.0,15.54,18.68,25.2,23.4,0,22.6,31.6,36-45,0.833,Battery_Critical
352,E-Bike,1.11,9.18,9.18,13.0,51.1,51.9,3,16.3,18.2,18-25,0.981,Hard_Braking
353,E-Scooter,1.46,2.0,21.41,22.32,96.2,100.0,2,23.1,26.7,18-25,0.886,Normal
354,E-Scooter,2.12,6.42,23.76,28.9,94.2,87.5,2,12.3,14.5,26-35,0.752,Normal
355,E-Scooter,1.75,8.69,12.88,19.3,23.4,17.9,1,9.1,13.0,26-35,0.679,Battery_Critical
356,E-Scooter,0.3,3.82,16.88,22.27,92.3,90.1,2,14.3,27.9,26-35,0.778,Hard_Braking
357,E-Scooter,3.83,9.63,16.66,19.5,64.8,46.0,2,0.4,30.7,18-25,0.54,Normal
358,E-Bike,3.47,21.96,10.1,14.66,33.4,20.4,1,50.8,24.3,18-25,0.687,Mechanical_Fault
359,E-Bike,1.02,2.0,20.26,20.35,40.0,40.4,1,11.2,19.6,46-60,0.668,Normal
360,E-Scooter,5.1,23.3,12.89,19.85,84.0,72.4,2,0.1,25.2,18-25,0.554,Hard_Braking
361,E-Bike,0.46,2.0,12.18,15.17,48.8,46.8,2,65.2,14.0,18-25,0.859,Mechanical_Fault
362,E-Scooter,2.99,17.15,10.42,15.84,34.2,24.5,2,7.5,23.7,36-45,0.628,Normal
363,E-Scooter,0.98,2.0,22.92,25.04,63.3,58.9,3,6.2,19.3,18-25,0.803,Hard_Braking
364,E-Scooter,3.51,19.69,10.89,18.4,58.6,42.8,1,24.7,17.9,46-60,0.77,Normal
365,E-Scooter,0.85,2.0,13.41,18.74,24.0,15.0,2,2.7,27.7,18-25,0.786,Battery_Critical
366,E-Scooter,1.14,10.44,11.64,14.85,63.1,58.9,1,32.2,20.2,26-35,0.77,Normal
367,E-Bike,6.22,23.08,16.03,21.12,88.9,70.0,3,47.2,30.9,26-35,0.892,Normal
368,E-Scooter,6.4,32.56,12.84,19.8,28.3,14.5,2,13.0,33.4,36-45,0.768,Hard_Braking
369,E-Scooter,3.05,10.26,15.47,21.11,98.2,91.2,0,37.5,11.1,18-25,0.909,Normal
370,E-Scooter,3.7,13.27,14.46,14.85,22.2,7.5,4,26.0,33.6,18-25,0.467,Battery_Critical
371,E-Bike,5.69,23.78,14.5,19.2,74.4,60.6,2,11.5,23.8,18-25,0.901,Normal
372,E-Bike,1.36,9.92,9.28,17.43,46.3,47.4,1,4.9,31.1,26-35,0.672,Normal
373,E-Bike,2.7,13.17,14.44,18.91,79.3,76.4,2,5.1,31.1,18-25,0.954,Hard_Braking
374,E-Bike,4.11,19.53,13.63,15.91,92.3,82.7,3,2.0,24.3,36-45,0.91,Hard_Braking
375,E-Bike,5.16,22.1,14.6,15.75,40.6,28.0,2,7.0,28.8,18-25,0.741,Normal
376,E-Scooter,4.99,18.86,16.58,19.92,94.5,83.3,2,47.8,16.3,18-25,0.898,Normal
377,E-Scooter,2.95,8.95,20.62,30.79,91.9,84.7,0,7.5,42.0,18-25,0.92,Improper_Parking
378,E-Scooter,4.71,21.51,12.25,17.54,31.9,11.6,2,5.7,34.0,18-25,0.766,Battery_Critical
379,E-Scooter,5.29,20.21,16.75,21.09,87.4,69.4,0,25.6,26.3,60+,0.814,Normal
380,E-Bike,9.52,59.19,10.61,13.76,26.1,4.2,2,36.7,16.7,18-25,0.964,Battery_Critical
381,E-Bike,0.86,7.9,11.25,13.5,78.1,77.8,2,0.3,23.7,26-35,0.632,Hard_Braking
382,E-Bike,6.05,24.13,15.75,19.88,59.6,35.8,2,4.3,30.5,26-35,0.735,Mechanical_Fault
383,E-Scooter,3.19,14.36,21.69,28.73,61.9,48.5,0,79.7,18.9,26-35,0.835,Normal
384,E-Scooter,1.6,7.42,19.69,26.12,65.2,55.2,1,21.4,25.2,26-35,,Normal
385,E-Bike,2.84,21.07,10.66,19.77,65.2,63.4,6,17.7,15.2,18-25,0.844,Hard_Braking
386,E-Scooter,1.77,3.66,12.79,14.34,61.3,60.5,0,5.0,21.0,46-60,0.558,Normal
387,E-Scooter,11.17,32.28,25.05,27.13,83.4,52.0,3,4.4,30.8,26-35,0.748,Improper_Parking
388,E-Bike,0.66,3.2,14.81,15.47,43.3,34.9,1,12.4,19.4,18-25,0.768,Normal
389,E-Scooter,2.79,7.28,16.77,18.65,93.3,87.1,0,20.0,30.9,60+,0.509,Normal
390,E-Scooter,0.8,7.78,19.21,23.01,34.9,31.7,1,6.9,13.8,26-35,0.76,Normal
391,E-Scooter,3.29,11.6,16.76,24.61,97.9,97.1,3,19.7,27.7,18-25,0.85,Hard_Braking
392,E-Scooter,1.52,2.07,21.86,27.25,98.5,94.0,2,4.9,11.0,18-25,0.573,Hard_Braking
393,E-Scooter,2.19,13.23,10.27,10.42,25.2,9.2,0,19.2,26.0,18-25,0.815,Battery_Critical
394,E-Scooter,4.91,23.77,14.42,21.33,71.6,62.9,0,8.0,31.1,26-35,0.659,Normal
395,E-Scooter,2.93,12.94,12.74,13.56,77.8,65.5,2,5.9,32.4,18-25,0.431,Hard_Braking
396,E-Scooter,1.96,2.36,22.64,30.87,56.1,49.6,1,24.8,31.3,18-25,0.639,Normal
397,E-Bike,3.5,16.21,15.01,15.79,82.1,72.1,1,6.4,9.4,18-25,0.874,Normal
398,E-Scooter,13.1,61.89,13.66,17.58,20.9,0.0,2,6.8,20.8,26-35,0.813,Battery_Critical
399,E-Scooter,1.08,3.47,17.79,22.58,36.3,26.8,1,22.4,26.1,18-25,0.698,Normal
400,E-Scooter,1.02,2.0,14.88,17.3,51.6,45.8,4,17.0,20.4,18-25,0.412,Improper_Parking
401,E-Scooter,3.17,9.68,17.86,22.72,60.7,44.3,1,17.6,26.7,36-45,0.569,Normal
402,E-Scooter,3.19,9.22,19.95,27.23,88.0,79.6,1,41.4,29.4,18-25,0.513,Normal
403,E-Scooter,2.17,9.26,18.07,22.62,61.9,49.7,2,2.1,16.6,26-35,0.805,Hard_Braking
404,E-Bike,4.4,20.86,11.87,19.74,82.5,73.9,2,16.4,17.0,26-35,0.547,Mechanical_Fault
405,E-Scooter,3.05,16.58,14.25,17.65,27.3,24.4,2,19.1,13.1,26-35,0.865,Normal
406,E-Bike,8.18,44.58,11.87,15.7,87.1,64.8,0,31.2,19.9,18-25,0.82,Battery_Critical
407,E-Bike,1.95,12.77,12.05,19.32,38.2,39.1,1,22.8,19.8,18-25,0.89,Normal
408,E-Bike,0.38,2.0,12.77,14.01,42.4,35.5,1,6.0,24.5,26-35,0.95,Normal
409,E-Scooter,1.64,6.7,15.15,23.3,88.9,87.1,0,10.3,29.1,46-60,0.853,Normal
410,E-Scooter,1.1,4.09,17.35,19.13,58.2,54.2,1,1.5,19.6,18-25,0.925,Normal
411,E-Scooter,4.15,10.71,24.03,27.81,64.6,54.1,3,17.7,26.7,36-45,0.811,Hard_Braking
412,E-Bike,0.86,7.73,14.5,15.17,84.3,88.3,0,9.5,19.6,26-35,0.704,Normal
413,E-Scooter,2.55,15.47,16.98,24.53,48.2,40.2,1,62.7,17.5,26-35,0.8,Normal
414,E-Scooter,4.05,12.75,15.27,20.74,55.7,38.7,3,4.2,15.7,36-45,0.923,Hard_Braking
415,E-Scooter,3.74,19.38,13.08,15.65,68.6,59.9,1,25.0,23.5,18-25,0.784,Normal
416,E-Bike,3.91,12.52,16.96,17.67,24.0,5.7,2,22.3,24.6,26-35,0.689,Battery_Critical
417,E-Scooter,5.5,22.95,15.52,23.83,89.4,81.2,0,9.9,23.3,26-35,0.224,Improper_Parking
418,E-Bike,0.84,5.73,16.03,22.58,68.7,74.1,1,16.0,37.6,60+,0.737,Mechanical_Fault
419,E-Scooter,3.11,15.58,15.12,24.1,46.6,37.2,3,5.9,21.3,26-35,0.686,Hard_Braking
420,E-Scooter,4.63,18.75,16.76,21.66,77.9,67.1,1,4.6,27.8,18-25,0.702,Hard_Braking
421,E-Bike,3.48,9.02,19.26,26.53,53.0,47.1,1,8.9,37.7,26-35,0.924,Normal
422,E-Scooter,1.43,10.91,11.62,16.08,62.3,58.3,1,11.1,17.2,18-25,0.907,Improper_Parking
423,E-Scooter,6.53,11.05,20.32,29.98,75.5,57.2,1,4.1,34.0,26-35,0.808,Normal
424,E-Scooter,2.44,6.32,16.48,24.92,26.3,23.9,2,4.3,20.9,60+,0.428,Hard_Braking
425,E-Scooter,4.68,19.31,15.87,21.46,64.7,54.6,0,7.5,12.2,18-25,0.781,Normal
426,E-Scooter,1.12,2.0,17.89,20.33,65.7,61.9,0,0.7,12.5,18-25,0.944,Normal
427,E-Scooter,2.67,9.54,21.33,31.43,34.6,30.8,1,9.5,13.3,26-35,0.779,Normal
428,E-Scooter,4.74,23.65,12.9,22.82,41.0,27.0,2,1.1,17.0,26-35,0.789,Hard_Braking
429,E-Bike,0.82,2.0,14.45,16.99,38.1,34.0,2,69.8,33.9,46-60,0.864,Mechanical_Fault
430,E-Bike,3.05,13.63,12.43,15.83,24.8,22.3,2,6.9,25.4,18-25,0.592,Hard_Braking
431,E-Bike,3.54,24.34,8.3,12.33,81.7,68.3,1,50.6,26.3,18-25,0.581,Normal
432,E-Bike,0.35,3.05,18.2,26.07,92.7,95.2,0,28.9,8.9,26-35,0.802,Normal
433,E-Bike,3.67,18.7,13.89,21.88,54.4,38.6,0,58.7,9.7,60+,0.683,Normal
434,E-Scooter,7.22,25.24,15.93,16.62,63.0,36.9,0,10.3,28.7,18-25,0.597,Normal
435,E-Scooter,2.72,13.53,12.01,14.22,84.3,77.9,1,34.2,23.2,46-60,0.834,Normal
436,E-Bike,6.31,36.54,11.29,18.36,87.2,61.1,0,44.8,40.6,36-45,0.725,Normal
437,E-Bike,4.36,16.39,17.14,21.1,57.1,44.1,0,4.0,13.2,18-25,0.369,Improper_Parking
438,E-Bike,6.47,27.97,14.53,18.62,24.7,9.4,1,12.0,27.8,18-25,0.519,Battery_Critical
439,E-Bike,3.82,15.28,12.79,18.17,23.1,16.9,1,4.7,20.1,18-25,0.712,Normal
440,E-Bike,5.84,26.32,15.43,26.8,71.8,49.5,2,10.9,7.1,26-35,0.75,Normal
441,E-Scooter,5.18,14.13,19.84,24.95,92.6,78.4,1,8.3,32.1,46-60,0.754,Normal
442,E-Bike,3.87,23.57,16.62,19.46,49.4,39.2,3,11.2,27.7,26-35,0.935,Hard_Braking
443,E-Scooter,3.18,2.25,21.81,31.54,32.2,20.4,3,10.2,7.6,18-25,0.787,Hard_Braking
444,E-Scooter,6.34,29.3,12.81,22.34,30.2,12.6,2,25.2,32.9,26-35,0.794,Battery_Critical
445,E-Scooter,4.32,13.56,18.1,26.18,27.1,7.5,0,8.6,29.1,18-25,,Battery_Critical
446,E-Bike,2.68,16.74,9.0,17.58,44.5,36.1,4,17.6,15.8,18-25,0.748,Hard_Braking
447,E-Scooter,1.4,8.6,18.86,21.69,76.6,67.7,0,14.0,36.4,26-35,0.718,Normal
448,E-Scooter,5.51,28.01,11.73,17.74,23.5,6.4,1,36.2,14.8,18-25,0.791,Battery_Critical
449,E-Scooter,4.87,34.36,8.8,12.2,22.9,11.8,4,7.4,38.9,26-35,0.728,Battery_Critical
450,E-Scooter,2.68,12.31,10.82,18.67,26.9,19.7,0,23.4,23.1,18-25,0.874,Battery_Critical
451,E-Scooter,1.74,9.4,10.56,14.49,47.5,41.3,2,63.1,23.4,26-35,0.642,Hard_Braking
452,E-Scooter,5.07,18.13,15.88,21.13,59.4,44.4,0,8.5,29.8,46-60,0.826,Normal
453,E-Scooter,0.75,5.87,11.8,20.02,78.0,75.7,3,14.0,22.7,36-45,0.982,Hard_Braking
454,E-Scooter,7.76,27.49,19.76,25.45,29.8,8.0,6,32.6,20.8,60+,0.729,Battery_Critical
455,E-Scooter,0.62,6.66,17.06,24.27,38.8,34.6,2,31.1,29.5,18-25,0.43,Mechanical_Fault
456,E-Bike,5.52,16.8,15.99,17.69,34.4,24.3,2,5.9,16.1,26-35,0.653,Normal
457,E-Bike,5.99,42.16,8.69,14.54,60.9,37.1,0,23.7,29.4,46-60,0.843,Normal
458,E-Bike,3.27,11.88,13.96,15.91,54.1,38.4,6,2.2,29.4,26-35,0.603,Hard_Braking
459,E-Bike,4.38,13.54,15.54,18.8,95.7,84.7,4,32.7,20.2,36-45,0.933,Hard_Braking
460,E-Bike,2.05,13.79,8.9,13.36,95.0,89.8,1,65.8,12.0,26-35,0.685,Normal
461,E-Scooter,3.07,19.45,9.92,12.88,58.6,50.5,2,22.4,22.2,18-25,0.757,Improper_Parking
462,E-Bike,2.33,5.77,15.28,21.85,34.3,27.3,1,2.0,13.9,18-25,0.885,Normal
463,E-Bike,5.66,27.89,11.9,17.36,42.5,26.5,1,38.3,27.0,18-25,0.752,Normal
464,E-Scooter,1.9,3.56,16.64,22.57,85.8,75.0,4,2.9,18.5,18-25,0.838,Hard_Braking
465,E-Scooter,5.76,21.16,12.67,12.81,43.6,25.1,2,1.1,15.8,60+,0.802,Normal
466,E-Scooter,2.32,12.23,17.06,24.55,99.3,94.3,3,13.2,21.5,46-60,0.545,Hard_Braking
467,E-Bike,2.44,14.29,9.71,13.25,26.1,12.6,1,15.2,19.1,36-45,0.728,Battery_Critical
468,E-Scooter,14.0,51.13,16.04,19.22,47.7,3.9,0,49.1,25.1,18-25,0.738,Battery_Critical
469,E-Bike,4.62,31.26,9.39,12.26,28.9,8.2,1,0.1,27.4,18-25,0.771,Battery_Critical
470,E-Scooter,4.93,15.96,19.29,22.2,68.3,47.3,2,40.2,18.0,36-45,0.799,Hard_Braking
471,E-Scooter,2.92,29.88,5.61,6.59,39.7,29.9,1,26.0,20.1,18-25,0.677,Normal
472,E-Bike,1.81,6.79,16.26,24.2,60.5,51.7,0,9.8,31.4,36-45,0.779,Normal
473,E-Scooter,0.65,2.0,13.98,24.36,22.8,20.1,3,94.9,29.5,18-25,0.775,Normal
474,E-Scooter,0.38,2.0,12.81,16.6,56.1,56.5,2,15.5,27.6,60+,0.875,Normal
475,E-Scooter,1.24,5.38,13.71,22.31,56.7,51.3,3,5.3,32.6,18-25,0.837,Improper_Parking
476,E-Scooter,0.85,2.31,16.11,20.67,88.2,79.0,0,5.4,30.6,26-35,0.686,Normal
477,E-Scooter,1.42,4.11,18.36,18.84,58.4,49.2,2,22.6,19.7,46-60,0.713,Normal
478,E-Scooter,2.98,15.42,11.3,24.4,87.3,80.5,2,0.9,30.1,36-45,0.527,Hard_Braking
479,E-Scooter,3.45,9.97,16.64,21.3,48.3,32.2,0,6.6,20.0,18-25,0.946,Normal
480,E-Scooter,2.57,9.53,16.01,23.93,66.2,54.0,0,40.8,33.9,,0.746,Normal
481,E-Scooter,2.97,6.24,21.53,26.21,36.6,27.4,2,19.4,11.7,60+,0.908,Normal
482,E-Bike,5.32,15.16,13.59,17.65,28.1,22.8,0,2.7,26.5,26-35,0.973,Normal
483,E-Bike,1.26,7.48,13.1,19.7,92.1,80.6,3,3.1,17.6,18-25,0.567,Hard_Braking
484,E-Scooter,2.54,6.36,23.17,24.53,25.1,12.1,0,6.6,19.8,18-25,0.919,Normal
485,E-Bike,6.2,32.79,12.53,13.25,20.6,10.2,1,1.3,12.1,36-45,0.756,Battery_Critical
486,E-Scooter,0.85,2.0,18.67,26.18,80.2,77.4,0,23.7,5.8,26-35,0.615,Normal
487,E-Bike,1.24,6.73,14.93,20.46,99.5,95.4,0,12.2,18.3,18-25,0.481,Improper_Parking
488,E-Scooter,2.92,10.4,16.31,27.56,24.0,20.4,1,2.0,22.1,18-25,0.755,Hard_Braking
